id,cps19_age,cps19_gender,cps19_interest_gen_1
1649,76,1,7
1650,55,2,7
1651,59,2,6
1652,52,1,9
1653,30,1,5
1654,56,2,8
1655,57,2,4
1656,40,2,6
1657,46,2,8
1658,71,1,10
1659,64,2,8
1660,37,2,9
1661,52,2,5
1662,52,1,10
1663,63,2,3
1664,73,2,6
1665,44,1,10
1666,63,2,10
1667,34,2,6
1668,74,1,9
1669,59,1,6
1670,55,1,8
1671,61,1,10
1672,34,2,6
1673,51,1,8
1674,72,1,6
1675,73,1,6
1676,37,1,8
1677,53,1,7
1678,30,3,10
1679,68,1,7
1680,43,2,3
1681,52,1,6
1682,60,2,4
1683,77,1,10
1684,61,2,7
1685,64,1,9
1686,69,2,8
1687,47,2,9
1688,55,1,7
1689,45,2,5
1690,67,1,5
1691,66,1,8
1692,31,2,9
1693,70,1,10
1694,56,2,7
1695,55,2,9
1696,62,1,8
1697,35,2,9
1698,54,1,6
1699,87,2,10
1700,39,2,5
1701,49,2,5
1702,70,1,9
1703,44,2,0
1704,77,2,NA
1705,61,1,8
1706,33,1,9
1707,60,2,NA
1708,68,1,8
1709,63,1,6
1710,56,1,3
1711,71,2,8
1712,68,1,8
1713,56,1,6
1714,34,1,9
1715,63,1,8
1716,66,2,9
1717,38,1,9
1718,56,1,9
1719,37,1,7
1720,43,1,10
1721,67,2,10
1722,54,2,6
1723,63,1,8
1724,68,1,8
1725,21,2,4
1726,60,1,7
1727,42,1,8
1728,66,1,5
1729,73,1,7
1730,60,2,6
1731,32,2,8
1732,38,2,7
1733,46,2,10
1734,25,2,6
1735,36,1,8
1736,35,2,NA
1737,69,1,NA
1738,50,2,NA
1739,39,2,6
1740,41,2,5
1741,76,2,NA
1742,62,2,4
1743,66,2,8
1744,65,2,10
1745,52,2,8
1746,39,2,8
1747,42,2,4
1748,33,2,2
1749,59,1,0
1750,73,1,9
1751,65,2,6
1752,54,1,5
1753,60,2,4
1754,65,2,8
1755,49,1,2
1756,28,1,7
1757,47,1,10
1758,61,2,7
1759,66,2,9
1760,63,2,7
1761,34,2,3
1762,50,1,6
1763,61,2,7
1764,60,1,7
1765,50,1,8
1766,64,2,10
1767,30,1,8
1768,71,1,7
1769,22,2,7
1770,30,2,4
1771,52,1,9
1772,29,2,4
1773,64,1,8
1774,74,1,8
1775,38,2,NA
1776,32,1,10
1777,31,1,2
1778,38,2,6
1779,58,1,8
1780,77,1,4
1781,66,1,7
1782,46,1,10
1783,60,1,7
1784,60,1,8
1785,76,2,9
1786,39,2,8
1787,43,1,7
1788,62,2,6
1789,56,2,10
1790,45,1,3
1791,35,1,7
1792,60,2,8
1793,57,1,10
1794,31,2,9
1795,47,1,8
1796,69,2,5
1797,35,1,9
1798,54,2,8
1799,31,2,4
1800,89,1,8
1801,24,2,7
1802,77,2,7
1803,66,1,5
1804,45,2,5
1805,38,1,9
1806,25,2,6
1807,40,1,5
1808,62,2,7
1809,44,1,9
1810,73,2,10
1811,67,1,5
1812,57,1,7
1813,67,2,5
1814,64,1,7
1815,60,2,7
1816,71,1,8
1817,67,3,10
1818,76,1,10
1819,54,2,NA
1820,46,1,8
1821,74,2,7
1822,61,2,6
1823,74,1,7
1824,69,1,7
1825,64,2,8
1826,45,1,1
1827,66,1,9
1828,34,2,6
1829,57,1,5
1830,61,1,6
1831,47,1,6
1832,75,1,8
1833,62,2,6
1834,32,1,4
1835,63,1,9
1836,60,2,6
1837,57,2,8
1838,50,2,8
1839,41,2,4
1840,44,2,9
1841,70,2,5
1842,55,1,6
1843,61,1,10
1844,34,1,10
1845,66,1,8
1846,56,2,9
1847,71,2,9
1848,47,2,3
1849,68,2,8
1850,51,1,8
1851,51,1,8
1852,28,2,0
1853,87,1,6
1854,55,1,6
1855,66,1,8
1856,72,1,7
1857,65,1,8
1858,56,2,6
1859,76,2,9
1860,69,2,7
1861,52,2,6
1862,60,2,6
1863,71,1,10
1864,78,1,9
1865,39,2,3
1866,36,1,8
1867,47,2,5
1868,65,2,8
1869,55,1,NA
1870,56,1,4
1871,54,1,5
1872,59,1,2
1873,53,2,7
1874,72,1,9
1875,59,2,NA
1876,66,2,10
1877,48,2,NA
1878,74,2,5
1879,39,2,8
1880,44,1,6
1881,38,1,8
1882,27,1,7
1883,30,2,7
1884,46,1,9
1885,66,2,7
1886,39,1,7
1887,50,2,10
1888,64,1,7
1889,40,1,7
1890,75,2,6
1891,31,2,5
1892,77,1,4
1893,39,2,7
1894,71,2,8
1895,79,2,9
1896,45,3,10
1897,62,1,8
1898,55,1,10
1899,59,2,7
1900,45,1,7
1901,48,1,9
1902,44,1,10
1903,30,2,5
1904,58,1,7
1905,45,2,6
1906,55,1,8
1907,60,1,8
1908,44,2,NA
1909,64,1,7
1910,69,1,7
1911,65,1,8
1912,40,1,5
1913,50,1,9
1914,38,1,NA
1915,44,2,10
1916,56,1,5
1917,77,2,6
1918,57,2,8
1919,51,2,4
1920,34,2,2
1921,54,1,7
1922,60,2,6
1923,46,1,6
1924,43,2,5
1925,55,2,7
1926,34,1,7
1927,55,2,8
1928,52,1,9
1929,63,2,10
1930,55,2,7
1931,48,2,7
1932,44,2,9
1933,37,1,7
1934,69,1,6
1935,47,2,3
1936,66,1,6
1937,40,1,9
1938,63,1,5
1939,52,2,7
1940,52,1,2
1941,41,2,8
1942,29,2,7
1943,41,1,10
1944,46,2,7
1945,60,1,9
1946,53,2,7
1947,85,2,5
1948,31,2,6
1949,22,3,6
1950,46,2,5
1951,58,1,7
1952,32,1,5
1953,71,1,6
1954,64,2,7
1955,59,1,2
1956,40,1,10
1957,54,2,8
1958,28,1,6
1959,50,2,9
1960,81,1,7
1961,48,1,9
1962,40,2,3
1963,41,2,3
1964,43,2,8
1965,78,2,8
1966,86,1,NA
1967,40,1,8
1968,63,2,7
1969,51,1,NA
1970,31,1,10
1971,66,1,8
1972,34,2,7
1973,45,2,2
1974,63,2,8
1975,68,1,8
1976,53,2,3
1977,45,2,6
1978,46,2,NA
1979,70,2,6
1980,24,2,6
1981,69,1,8
1982,73,2,8
1983,51,2,5
1984,80,2,5
1985,53,2,5
1986,54,2,6
1987,32,2,9
1988,38,2,8
1989,57,2,9
1990,49,3,5
1991,65,2,1
1992,53,2,1
1993,52,2,7
1994,56,2,10
1995,37,2,8
1996,63,2,8
1997,64,1,7
1998,56,1,10
1999,50,2,7
2000,71,2,9
2001,40,2,8
2002,43,2,2
2003,70,1,NA
2004,71,1,5
2005,42,1,7
2006,63,1,7
2007,40,1,6
2008,50,1,5
2009,70,1,8
2010,56,2,7
2011,40,1,3
2012,69,1,8
2013,30,2,3
2014,33,1,7
2015,65,2,6
2016,49,1,6
2017,66,2,7
2018,43,2,6
2019,66,2,NA
2020,63,1,9
2021,63,2,6
2022,44,2,7
2023,71,2,9
2024,39,2,0
2025,58,1,8
2026,55,2,2
2027,58,1,7
2028,31,1,6
2029,59,2,8
2030,55,2,6
2031,61,1,10
2032,53,2,8
2033,47,2,8
2034,67,2,9
2035,26,2,7
2036,49,1,7
2037,74,1,9
2038,55,2,8
2039,62,2,5
2040,58,1,9
2041,57,1,10
2042,36,1,7
2043,67,2,6
2044,47,2,6
2045,35,1,9
2046,71,2,9
2047,44,2,9
2048,40,2,9
2049,35,1,8
2050,81,1,10
2051,78,1,10
2052,45,1,9
2053,35,2,NA
2054,69,2,10
2055,72,1,8
2056,50,1,8
2057,69,1,9
2058,30,1,3
2059,52,1,8
2060,48,1,7
2061,43,1,6
2062,67,2,8
2063,59,2,6
2064,45,1,7
2065,45,2,6
2066,66,1,8
2067,60,2,7
2068,79,1,10
2069,61,2,8
2070,58,2,7
2071,62,2,7
2072,28,2,1
2073,78,2,9
2074,34,1,5
2075,66,2,8
2076,30,1,8
2077,67,2,3
2078,24,1,7
2079,72,1,7
2080,48,2,6
2081,30,2,2
2082,49,1,5
2083,53,1,9
2084,32,2,4
2085,67,2,8
2086,56,2,10
2087,56,2,8
2088,70,1,10
2089,56,1,10
2090,66,1,10
2091,46,1,7
2092,59,1,10
2093,49,2,7
2094,58,2,5
2095,49,2,7
2096,64,2,6
2097,65,1,10
2098,99,1,8
2099,61,2,2
2100,84,1,6
2101,54,1,10
2102,36,2,3
2103,54,1,NA
2104,76,2,5
2105,68,2,7
2106,43,2,6
2107,27,1,7
2108,43,1,8
2109,62,2,6
2110,56,2,7
2111,26,2,5
2112,69,1,7
2113,30,2,7
2114,66,2,1
2115,44,2,1
2116,56,2,NA
2117,37,2,7
2118,46,2,7
2119,62,1,7
2120,34,2,8
2121,74,1,9
2122,38,2,6
2123,44,1,7
2124,40,2,8
2125,44,1,9
2126,25,2,6
2127,63,2,8
2128,35,2,6
2129,52,2,7
2130,41,2,6
2131,53,2,10
2132,42,1,9
2133,62,1,7
2134,39,2,2
2135,56,2,7
2136,40,1,6
2137,56,2,8
2138,66,2,7
2139,47,1,10
2140,65,1,9
2141,66,1,9
2142,20,2,3
2143,62,1,5
2144,84,1,8
2145,48,2,3
2146,66,1,9
2147,42,1,5
2148,37,1,5
2149,65,2,7
2150,39,1,8
2151,41,1,7
2152,32,1,10
2153,42,1,6
2154,73,1,7
2155,51,1,5
2156,63,2,7
2157,45,1,NA
2158,54,1,8
2159,76,1,9
2160,39,2,6
2161,58,2,9
2162,69,2,10
2163,55,1,9
2164,33,2,7
2165,40,2,2
2166,42,1,7
2167,38,1,10
2168,68,2,8
2169,67,1,3
2170,70,1,9
2171,72,2,7
2172,44,2,NA
2173,23,2,2
2174,31,1,7
2175,48,1,5
2176,32,2,3
2177,53,1,7
2178,46,1,9
2179,62,1,10
2180,64,1,6
2181,59,2,8
2182,52,2,7
2183,68,2,7
2184,73,2,7
2185,52,1,10
2186,73,1,8
2187,52,2,3
2188,53,2,6
2189,31,2,9
2190,51,2,3
2191,44,1,7
2192,77,1,8
2193,69,1,10
2194,36,2,9
2195,20,2,7
2196,57,2,5
2197,34,1,8
2198,77,2,6
2199,51,2,8
2200,65,1,8
2201,66,2,6
2202,42,1,7
2203,50,1,8
2204,54,2,NA
2205,52,1,5
2206,45,2,8
2207,62,2,NA
2208,27,1,8
2209,55,1,9
2210,50,1,6
2211,40,1,10
2212,86,2,4
2213,68,2,8
2214,39,2,7
2215,57,1,7
2216,33,2,9
2217,51,2,9
2218,40,2,6
2219,75,1,8
2220,74,1,8
2221,46,1,2
2222,43,2,7
2223,42,1,6
2224,37,2,2
2225,64,2,10
2226,77,1,5
2227,55,2,8
2228,64,2,5
2229,65,2,3
2230,31,2,6
2231,70,1,8
2232,34,2,6
2233,37,1,8
2234,59,2,7
2235,26,2,4
2236,71,2,8
2237,72,2,7
2238,42,2,5
2239,71,1,9
2240,83,1,9
2241,27,1,8
2242,59,1,8
2243,38,1,10
2244,63,1,8
2245,60,1,5
2246,66,1,NA
2247,29,2,7
2248,60,2,2
2249,62,2,2
2250,71,1,5
2251,60,2,7
2252,55,2,NA
2253,65,1,7
2254,32,2,6
2255,42,2,4
2256,49,2,8
2257,47,1,4
2258,52,1,3
2259,61,1,9
2260,68,1,7
2261,38,1,5
2262,46,2,9
2263,59,2,4
2264,42,2,6
2265,80,2,5
2266,51,2,8
2267,35,1,8
2268,46,2,6
2269,59,1,9
2270,54,1,9
2271,58,1,8
2272,49,2,10
2273,59,2,5
2274,61,1,8
2275,36,2,8
2276,51,1,2
2277,69,2,NA
2278,52,2,4
2279,55,2,NA
2280,38,2,7
2281,51,2,2
2282,64,2,7
2283,60,2,7
2284,64,1,6
2285,58,1,7
2286,72,1,8
2287,60,1,5
2288,63,2,6
2289,56,1,9
2290,62,2,4
2291,33,2,9
2292,40,1,7
2293,60,2,2
2294,60,2,NA
2295,36,1,7
2296,54,1,6
2297,19,2,5
2298,52,2,6
2299,27,2,4
2300,42,1,7
2301,69,2,5
2302,63,1,7
2303,66,2,8
2304,60,1,10
2305,48,2,5
2306,50,2,3
2307,40,2,10
2308,39,1,7
2309,71,1,8
2310,56,2,5
2311,60,1,3
2312,62,1,9
2313,54,2,4
2314,62,2,8
2315,58,1,8
2316,68,2,6
2317,35,2,7
2318,41,1,7
2319,61,2,3
2320,74,2,10
2321,72,2,6
2322,34,2,0
2323,60,1,8
2324,40,2,NA
2325,28,2,4
2326,65,1,9
2327,59,2,6
2328,37,2,3
2329,55,1,2
2330,47,2,7
2331,66,2,9
2332,43,2,6
2333,63,1,9
2334,38,2,6
2335,58,1,7
2336,37,1,7
2337,43,2,NA
2338,79,1,2
2339,47,2,8
2340,59,1,8
2341,36,1,7
2342,76,1,NA
2343,34,1,6
2344,37,1,6
2345,35,2,7
2346,44,2,5
2347,72,1,9
2348,45,2,5
2349,40,2,9
2350,63,1,6
2351,56,1,6
2352,27,2,NA
2353,65,1,3
2354,22,2,5
2355,29,2,5
2356,50,1,8
2357,62,2,7
2358,49,1,6
2359,33,2,1
2360,65,1,8
2361,33,2,1
2362,53,2,4
2363,48,2,NA
2364,49,1,3
2365,25,2,4
2366,55,1,7
2367,34,1,10
2368,30,1,6
2369,45,2,4
2370,50,1,8
2371,52,1,7
2372,33,1,10
2373,38,2,6
2374,50,1,3
2375,49,2,10
2376,46,2,5
2377,55,1,8
2378,22,2,9
2379,40,1,5
2380,56,1,8
2381,58,2,NA
2382,53,2,5
2383,51,2,NA
2384,43,2,NA
2385,52,2,9
2386,56,2,7
2387,32,1,6
2388,56,2,1
2389,33,2,6
2390,54,2,6
2391,32,2,7
2392,50,2,7
2393,73,1,2
2394,65,1,3
2395,54,3,5
2396,29,2,6
2397,47,1,7
2398,49,2,4
2399,49,2,6
2400,55,2,3
2401,81,1,3
2402,33,2,8
2403,23,1,7
2404,49,1,6
2405,59,1,6
2406,37,2,7
2407,53,2,7
2408,48,2,0
2409,38,2,NA
2410,66,1,10
2411,69,2,9
2412,63,1,8
2413,60,1,8
2414,71,1,8
2415,48,1,8
2416,64,1,9
2417,42,2,6
2418,32,2,3
2419,26,2,6
2420,48,1,10
2421,55,2,8
2422,25,2,1
2423,30,2,NA
2424,65,1,10
2425,58,1,8
2426,53,1,7
2427,57,2,7
2428,51,1,8
2429,33,2,2
2430,29,1,7
2431,68,1,0
2432,53,1,8
2433,63,1,7
2434,57,2,3
2435,56,1,9
2436,77,2,7
2437,70,1,10
2438,30,2,3
2439,32,2,2
2440,51,1,7
2441,21,2,10
2442,22,2,3
2443,33,2,8
2444,67,1,9
2445,27,1,6
2446,65,1,4
2447,22,2,5
2448,60,2,7
2449,30,2,5
2450,27,2,7
2451,34,2,7
2452,31,2,7
2453,29,2,7
2454,62,2,5
2455,54,2,7
2456,34,2,5
2457,62,1,7
2458,73,1,8
2459,31,2,4
2460,60,2,9
2461,59,2,4
2462,30,2,5
2463,55,1,7
2464,63,2,NA
2465,27,1,4
2466,67,1,8
2467,61,2,2
2468,52,1,8
2469,56,1,2
2470,67,2,8
2471,32,1,6
2472,60,1,NA
2473,64,2,4
2474,57,2,5
2475,33,1,2
2476,65,1,10
2477,62,2,5
2478,34,2,10
2479,77,1,7
2480,69,2,10
2481,77,2,8
2482,79,2,10
2483,58,2,6
2484,60,1,3
2485,31,2,7
2486,31,2,7
2487,71,1,8
2488,66,1,NA
2489,33,1,5
2490,33,1,8
2491,61,1,5
2492,54,2,8
2493,69,1,7
2494,70,1,9
2495,29,1,1
2496,55,2,0
2497,67,2,7
2498,75,1,7
2499,59,1,9
2500,62,1,10
2501,42,2,1
2502,70,2,9
2503,72,2,9
2504,69,1,7
2505,76,2,10
2506,52,1,2
2507,66,1,6
2508,64,2,NA
2509,73,1,6
2510,76,2,7
2511,47,2,9
2512,68,2,NA
2513,27,1,9
2514,64,2,8
2515,67,1,6
2516,61,1,7
2517,67,2,8
2518,35,2,2
2519,65,2,8
2520,54,2,6
2521,60,2,6
2522,79,1,3
2523,51,2,4
2524,33,1,2
2525,58,2,6
2526,51,1,1
2527,50,1,4
2528,51,2,0
2529,34,2,5
2530,68,1,6
2531,29,2,5
2532,33,1,7
2533,33,1,4
2534,29,2,NA
2535,22,2,3
2536,23,2,1
2537,34,1,10
2538,51,1,6
2539,54,2,7
2540,29,2,5
2541,26,2,3
2542,32,1,2
2543,32,2,7
2544,51,2,5
2545,54,1,7
2546,54,2,7
2547,53,2,6
2548,32,2,7
2549,35,2,0
2550,41,1,6
2551,33,2,1
2552,54,2,9
2553,23,2,6
2554,55,1,9
2555,35,2,8
2556,50,1,5
2557,51,1,8
2558,44,2,5
2559,25,2,9
2560,26,2,2
2561,39,2,0
2562,44,2,2
2563,45,3,NA
2564,45,1,10
2565,21,2,10
2566,52,1,8
2567,32,2,9
2568,37,1,9
2569,59,1,8
2570,35,1,7
2571,34,2,10
2572,38,1,4
2573,55,2,5
2574,27,2,5
2575,40,2,8
2576,31,2,4
2577,41,2,4
2578,26,2,5
2579,31,1,8
2580,52,2,3
2581,24,2,7
2582,45,1,0
2583,51,2,8
2584,49,2,3
2585,26,2,10
2586,44,2,6
2587,32,1,8
2588,29,1,8
2589,52,1,7
2590,56,1,8
2591,30,2,4
2592,47,1,0
2593,50,2,8
2594,34,2,NA
2595,29,2,4
2596,26,2,2
2597,49,2,8
2598,53,2,NA
2599,31,2,6
2600,50,2,8
2601,56,2,5
2602,28,3,9
2603,41,2,6
2604,32,2,9
2605,27,1,8
2606,26,2,3
2607,55,2,7
2608,34,1,7
2609,53,2,9
2610,53,2,3
2611,34,2,5
2612,29,2,9
2613,54,2,3
2614,28,2,4
2615,52,1,0
2616,25,2,7
2617,34,2,7
2618,36,1,2
2619,34,1,8
2620,29,1,6
2621,49,2,5
2622,48,2,6
2623,52,1,2
2624,37,1,7
2625,41,1,7
2626,56,2,7
2627,38,2,NA
2628,56,2,3
2629,47,2,4
2630,25,2,7
2631,23,1,8
2632,33,2,6
2633,45,1,7
2634,19,1,10
2635,31,2,8
2636,22,2,6
2637,24,2,7
2638,27,2,7
2639,20,1,10
2640,33,1,4
2641,34,1,10
2642,46,2,2
2643,50,1,6
2644,28,2,7
2645,25,2,7
2646,51,2,6
2647,55,1,10
2648,55,2,4
2649,24,2,5
2650,25,2,4
2651,39,1,7
2652,34,1,9
2653,41,1,4
2654,30,2,3
2655,36,1,10
2656,55,1,7
2657,41,2,3
2658,34,2,7
2659,47,1,8
2660,45,2,7
2661,51,2,7
2662,28,2,3
2663,28,1,9
2664,45,2,NA
2665,23,1,8
2666,29,2,5
2667,55,1,5
2668,44,3,8
2669,33,1,9
2670,52,1,7
2671,51,2,3
2672,47,2,8
2673,42,1,10
2674,30,1,7
2675,41,1,6
2676,56,1,5
2677,49,2,0
2678,45,1,8
2679,33,2,4
2680,27,2,7
2681,53,3,4
2682,50,2,9
2683,51,2,8
2684,31,2,8
2685,32,2,6
2686,33,2,8
2687,33,2,4
2688,37,2,6
2689,32,2,3
2690,31,2,4
2691,33,2,9
2692,40,1,9
2693,45,2,3
2694,41,2,2
2695,33,1,8
2696,29,2,8
2697,23,1,6
2698,30,1,4
2699,29,2,7
2700,33,1,9
2701,33,1,7
2702,32,2,0
2703,52,1,6
2704,50,2,3
2705,50,2,6
2706,33,2,5
2707,34,1,3
2708,38,1,4
2709,51,1,6
2710,28,2,7
2711,55,2,3
2712,19,2,7
2713,30,2,5
2714,28,2,3
2715,35,2,6
2716,31,2,7
2717,25,2,3
2718,34,1,6
2719,39,2,9
2720,33,2,7
2721,35,1,9
2722,36,2,8
2723,31,1,7
2724,25,1,NA
2725,28,2,8
2726,56,1,9
2727,51,2,8
2728,56,1,8
2729,47,2,6
2730,29,2,3
2731,24,2,4
2732,53,1,9
2733,32,2,7
2734,37,2,4
2735,54,2,7
2736,38,2,8
2737,34,1,9
2738,30,2,6
2739,19,1,7
2740,25,2,3
2741,24,2,6
2742,18,2,3
2743,30,2,6
2744,50,2,0
2745,36,2,4
2746,28,1,7
2747,55,2,5
2748,31,2,6
2749,34,2,1
2750,31,1,8
2751,30,2,3
2752,31,2,4
2753,40,2,2
2754,25,2,8
2755,26,2,7
2756,34,2,5
2757,34,2,1
2758,30,2,4
2759,32,2,5
2760,30,2,NA
2761,36,1,10
2762,29,2,3
2763,39,2,7
2764,20,2,6
2765,31,2,7
2766,42,1,7
2767,29,2,7
2768,48,1,7
2769,24,2,7
2770,52,1,9
2771,30,2,NA
2772,30,2,7
2773,30,2,6
2774,33,1,10
2775,27,2,6
2776,56,1,5
2777,45,1,10
2778,34,1,6
2779,26,1,7
2780,49,1,NA
2781,55,1,7
2782,29,1,10
2783,34,1,2
2784,34,1,10
2785,49,2,6
2786,35,1,8
2787,32,2,2
2788,20,2,8
2789,34,2,10
2790,25,1,8
2791,48,1,9
2792,23,1,1
2793,31,3,3
2794,33,2,7
2795,27,2,3
2796,29,2,3
2797,33,1,4
2798,32,2,5
2799,19,3,NA
2800,30,2,8
2801,43,2,8
2802,29,2,7
2803,30,1,10
2804,24,2,3
2805,31,2,10
2806,34,2,9
2807,20,2,3
2808,32,2,NA
2809,23,2,8
2810,27,2,8
2811,27,1,7
2812,22,2,5
2813,29,2,3
2814,33,1,4
2815,23,1,10
2816,31,2,9
2817,27,2,2
2818,34,2,9
2819,20,2,9
2820,19,2,7
2821,30,1,1
2822,28,2,NA
2823,24,2,2
2824,27,2,NA
2825,30,2,NA
2826,34,2,7
2827,29,2,3
2828,20,2,2
2829,30,1,8
2830,34,2,6
2831,28,1,10
2832,34,2,5
2833,30,2,0
2834,21,2,9
2835,32,2,6
2836,26,2,5
2837,30,2,4
2838,34,2,2
2839,33,2,10
2840,32,1,6
2841,33,2,6
2842,28,2,8
2843,25,2,7
2844,28,1,8
2845,20,2,4
2846,56,2,5
2847,24,2,3
2848,28,2,2
2849,29,2,7
2850,30,2,6
2851,20,1,6
2852,26,2,7
2853,33,2,10
2854,34,2,7
2855,21,2,4
2856,26,2,6
2857,24,2,10
2858,21,2,1
2859,24,3,4
2860,31,1,3
2861,34,1,6
2862,28,2,8
2863,33,1,10
2864,23,2,7
2865,29,2,6
2866,28,1,7
2867,26,3,9
2868,55,1,8
2869,46,2,8
2870,32,2,5
2871,34,2,6
2872,27,2,4
2873,29,2,2
2874,47,2,5
2875,57,2,6
2876,31,2,7
2877,43,2,10
2878,26,2,6
2879,36,1,10
2880,67,2,4
2881,51,2,5
2882,27,1,8
2883,18,2,NA
2884,74,1,7
2885,75,2,8
2886,48,2,7
2887,53,2,4
2888,46,2,6
2889,46,2,5
2890,31,1,0
2891,19,2,7
2892,20,2,8
2893,21,2,3
2894,58,1,4
2895,57,2,8
2896,49,2,9
2897,30,2,0
2898,43,2,8
2899,48,2,9
2900,56,1,2
2901,53,2,6
2902,56,1,7
2903,75,2,6
2904,70,1,9
2905,38,2,5
2906,31,2,6
2907,23,1,7
2908,69,1,8
2909,60,2,6
2910,67,1,7
2911,46,2,4
2912,70,1,10
2913,83,1,4
2914,49,2,6
2915,21,2,2
2916,55,2,3
2917,30,1,9
2918,61,2,5
2919,28,2,9
2920,55,2,9
2921,34,2,6
2922,51,2,3
2923,77,1,8
2924,65,1,9
2925,40,2,5
2926,28,1,10
2927,57,1,7
2928,50,1,7
2929,54,1,5
2930,63,2,8
2931,54,2,8
2932,36,1,7
2933,67,2,4
2934,66,1,8
2935,35,2,8
2936,59,2,9
2937,43,1,6
2938,52,1,10
2939,70,1,8
2940,36,1,7
2941,70,1,5
2942,60,1,2
2943,33,2,6
2944,71,2,10
2945,47,1,6
2946,52,1,3
2947,69,2,10
2948,60,2,7
2949,35,1,3
2950,66,2,8
2951,49,2,7
2952,64,2,6
2953,65,1,7
2954,49,1,4
2955,55,2,6
2956,37,2,4
2957,47,1,8
2958,64,2,5
2959,74,2,6
2960,36,2,0
2961,45,2,3
2962,39,2,7
2963,52,2,9
2964,41,2,6
2965,39,1,8
2966,27,2,10
2967,47,1,NA
2968,61,2,8
2969,57,1,7
2970,64,1,8
2971,50,2,7
2972,72,1,4
2973,70,2,8
2974,35,2,6
2975,62,1,8
2976,51,2,5
2977,43,2,2
2978,42,2,0
2979,54,1,10
2980,41,2,3
2981,59,2,8
2982,52,2,6
2983,39,1,6
2984,29,1,5
2985,71,1,7
2986,23,2,2
2987,52,2,8
2988,37,2,10
2989,25,2,7
2990,37,2,8
2991,23,1,8
2992,73,1,8
2993,61,1,9
2994,65,2,6
2995,57,2,2
2996,63,1,5
2997,48,1,NA
2998,62,1,7
2999,62,1,7
3000,52,1,10
3001,48,1,7
3002,39,1,9
3003,57,1,8
3004,56,1,8
3005,65,2,NA
3006,59,1,7
3007,66,1,8
3008,50,2,NA
3009,63,1,7
3010,58,2,8
3011,63,1,8
3012,57,1,6
3013,25,1,8
3014,37,2,5
3015,36,2,6
3016,72,1,8
3017,53,1,9
3018,62,1,6
3019,73,1,9
3020,40,1,4
3021,65,1,5
3022,70,1,7
3023,33,2,4
3024,57,2,7
3025,57,1,NA
3026,67,2,4
3027,63,1,10
3028,47,2,8
3029,32,2,3
3030,66,2,4
3031,39,2,10
3032,59,2,7
3033,57,1,7
3034,69,1,6
3035,65,2,8
3036,59,2,7
3037,35,2,7
3038,62,1,9
3039,47,1,8
3040,75,1,7
3041,68,1,7
3042,30,1,5
3043,24,2,10
3044,66,1,8
3045,68,2,10
3046,33,1,8
3047,60,2,9
3048,61,1,9
3049,45,2,3
3050,47,2,5
3051,37,1,6
3052,66,1,7
3053,46,2,4
3054,54,1,8
3055,42,1,9
3056,43,1,7
3057,23,2,2
3058,21,1,4
3059,27,1,7
3060,19,2,7
3061,23,1,7
3062,28,1,4
3063,29,1,7
3064,26,2,8
3065,19,2,NA
3066,32,1,1
3067,23,2,3
3068,21,2,2
3069,24,2,10
3070,19,2,8
3071,34,2,0
3072,55,1,3
3073,44,2,7
3074,40,2,1
3075,60,2,8
3076,57,2,10
3077,43,2,0
3078,55,2,8
3079,72,2,7
3080,24,2,8
3081,30,1,8
3082,61,2,7
3083,60,2,8
3084,71,1,7
3085,69,2,7
3086,33,2,5
3087,68,2,3
3088,32,2,9
3089,53,2,8
3090,44,2,10
3091,74,1,9
3092,55,1,8
3093,48,1,10
3094,44,2,1
3095,29,2,7
3096,37,1,9
3097,69,2,5
3098,47,1,6
3099,61,1,8
3100,73,2,10
3101,45,1,8
3102,90,1,9
3103,56,1,8
3104,34,1,10
3105,75,2,6
3106,42,2,8
3107,60,2,6
3108,53,1,7
3109,67,2,3
3110,59,1,9
3111,39,2,9
3112,55,2,10
3113,29,1,8
3114,65,1,6
3115,68,1,7
3116,60,1,6
3117,66,1,9
3118,79,2,9
3119,79,1,10
3120,30,2,6
3121,45,2,6
3122,52,1,9
3123,65,2,8
3124,56,2,1
3125,64,2,10
3126,64,2,10
3127,69,1,7
3128,70,1,8
3129,72,2,NA
3130,66,1,10
3131,76,1,8
3132,70,2,6
3133,73,2,7
3134,49,2,7
3135,67,1,10
3136,66,1,9
3137,29,2,5
3138,51,1,7
3139,66,1,8
3140,47,1,2
3141,69,2,7
3142,68,1,9
3143,41,1,9
3144,69,1,10
3145,32,1,8
3146,60,1,6
3147,32,1,8
3148,38,2,10
3149,52,2,2
3150,69,1,9
3151,51,1,7
3152,49,1,6
3153,66,1,9
3154,52,1,10
3155,42,1,3
3156,73,1,3
3157,22,1,8
3158,79,2,9
3159,25,2,5
3160,64,1,8
3161,44,2,9
3162,72,2,3
3163,65,2,NA
3164,53,1,7
3165,65,1,7
3166,66,2,3
3167,73,1,8
3168,40,2,6
3169,39,2,NA
3170,29,2,5
3171,48,1,8
3172,44,1,1
3173,33,2,8
3174,33,1,7
3175,52,1,7
3176,50,1,6
3177,43,2,9
3178,28,2,6
3179,53,1,6
3180,26,2,NA
3181,63,2,2
3182,53,2,6
3183,59,1,7
3184,18,2,10
3185,32,2,7
3186,32,2,10
3187,21,2,4
3188,63,1,7
3189,51,2,7
3190,24,2,8
3191,64,2,1
3192,61,1,2
